iter	Passed	Remaining
1671	28871	5663
1672	28883	5645
1673	28895	5627
1674	28906	5608
1675	28918	5590
1676	28930	5572
1677	28942	5553
1678	28954	5535
1679	28966	5517
1680	28979	5499
1681	28992	5481
1682	29005	5463
1683	29017	5445
1684	29030	5427
1685	29042	5408
1686	29053	5390
1687	29064	5372
1688	29076	5353
1689	29088	5335
1690	29099	5317
1691	29110	5299
1692	29122	5280
1693	29133	5262
1694	29144	5244
1695	29156	5226
1696	29172	5208
1697	29188	5191
1698	29204	5173
1699	29220	5156
1700	29237	5139
1701	29255	5122
1702	29270	5104
1703	29291	5088
1704	29310	5071
1705	29326	5053
1706	29342	5036
1707	29357	5018
1708	29374	5001
1709	29390	4984
1710	29404	4966
1711	29417	4948
1712	29429	4930
1713	29441	4912
1714	29455	4894
1715	29468	4877
1716	29484	4859
1717	29500	4842
1718	29515	4824
1719	29532	4807
1720	29554	4791
1721	29574	4774
1722	29595	4757
1723	29614	4741
1724	29628	4723
1725	29644	4705
1726	29661	4688
1727	29679	4671
1728	29695	4654
1729	29712	4637
1730	29727	4619
1731	29745	4602
1732	29761	4585
1733	29776	4567
1734	29790	4550
1735	29806	4532
1736	29821	4515
1737	29835	4497
1738	29849	4479
1739	29864	4462
1740	29879	4444
1741	29892	4427
1742	29908	4409
1743	29926	4392
1744	29945	4376
1745	29965	4359
1746	29983	4342
1747	29998	4324
1748	30014	4307
1749	30035	4290
1750	30053	4273
1751	30072	4256
1752	30093	4240
1753	30114	4223
1754	30137	4207
1755	30157	4190
1756	30175	4173
1757	30195	4156
1758	30216	4139
1759	30237	4123
1760	30255	4106
1761	30273	4089
1762	30292	4072
1763	30312	4055
1764	30333	4038
1765	30351	4021
1766	30365	4004
1767	30379	3986
1768	30393	3968
1769	30404	3950
1770	30417	3933
1771	30429	3915
1772	30441	3897
1773	30454	3879
1774	30466	3861
1775	30477	3844
1776	30489	3826
1777	30501	3808
1778	30514	3790
1779	30525	3772
1780	30537	3755
1781	30550	3737
1782	30562	3719
1783	30576	3702
1784	30588	3684
1785	30600	3666
1786	30611	3648
1787	30622	3630
1788	30635	3613
1789	30647	3595
1790	30658	3577
1791	30669	3559
1792	30682	3542
1793	30694	3524
1794	30709	3507
1795	30724	3489
1796	30740	3472
1797	30754	3455
1798	30771	3438
1799	30785	3420
1800	30799	3403
1801	30814	3385
1802	30829	3368
1803	30844	3351
1804	30873	3335
1805	30894	3318
1806	30914	3301
1807	30933	3284
1808	30957	3268
1809	30976	3251
1810	30993	3234
1811	31010	3217
1812	31031	3200
1813	31055	3184
1814	31074	3167
1815	31088	3149
1816	31101	3132
1817	31116	3115
1818	31131	3097
1819	31145	3080
1820	31163	3063
1821	31179	3046
1822	31194	3028
1823	31210	3011
1824	31227	2994
1825	31245	2977
1826	31262	2960
1827	31278	2943
1828	31296	2925
1829	31315	2909
1830	31333	2892
1831	31350	2874
1832	31368	2857
1833	31386	2840
1834	31404	2823
1835	31423	2806
1836	31443	2789
1837	31461	2772
1838	31480	2756
1839	31496	2738
1840	31512	2721
1841	31526	2704
1842	31541	2686
1843	31561	2670
1844	31577	2652
1845	31593	2635
1846	31611	2618
1847	31632	2601
1848	31650	2584
1849	31670	2567
1850	31688	2550
1851	31707	2533
1852	31728	2517
1853	31749	2500
1854	31767	2483
1855	31787	2466
1856	31807	2449
1857	31824	2432
1858	31843	2415
1859	31860	2398
1860	31875	2380
1861	31893	2363
1862	31908	2346
1863	31922	2329
1864	31935	2311
1865	31947	2294
1866	31962	2276
1867	31976	2259
1868	31990	2242
1869	32002	2224
1870	32016	2207
1871	32030	2190
1872	32043	2172
1873	32055	2155
1874	32067	2137
1875	32079	2120
1876	32094	2103
1877	32108	2085
1878	32124	2068
1879	32140	2051
1880	32158	2034
1881	32176	2017
1882	32193	2000
1883	32211	1983
1884	32228	1966
1885	32249	1949
1886	32267	1932
1887	32285	1915
1888	32301	1898
1889	32315	1880
1890	32328	1863
1891	32340	1846
1892	32353	1828
1893	32366	1811
1894	32378	1794
1895	32390	1776
1896	32403	1759
1897	32416	1742
1898	32429	1724
1899	32440	1707
1900	32451	1689
1901	32461	1672
1902	32471	1655
1903	32481	1637
1904	32492	1620
1905	32502	1602
1906	32513	1585
1907	32524	1568
1908	32535	1550
1909	32546	1533
1910	32557	1516
1911	32567	1498
1912	32580	1481
1913	32592	1464
1914	32603	1447
1915	32615	1429
1916	32629	1412
1917	32642	1395
1918	32654	1378
1919	32667	1361
1920	32680	1343
1921	32693	1326
1922	32706	1309
1923	32721	1292
1924	32736	1275
1925	32752	1258
1926	32767	1241
1927	32782	1224
1928	32799	1207
1929	32818	1190
1930	32844	1173
1931	32862	1156
1932	32881	1139
1933	32901	1122
1934	32918	1105
1935	32936	1088
1936	32951	1071
1937	32968	1054
1938	32987	1037
1939	33005	1020
1940	33020	1003
1941	33034	986
1942	33047	969
1943	33060	952
1944	33073	935
1945	33086	918
1946	33100	901
1947	33113	883
1948	33126	866
1949	33139	849
1950	33151	832
1951	33164	815
1952	33180	798
1953	33194	781
1954	33205	764
1955	33217	747
1956	33229	730
1957	33241	713
1958	33252	695
1959	33263	678
1960	33274	661
1961	33284	644
1962	33295	627
1963	33306	610
1964	33317	593
1965	33329	576
1966	33343	559
1967	33356	542
1968	33369	525
1969	33379	508
1970	33391	491
1971	33405	474
1972	33417	457
1973	33429	440
1974	33440	423
1975	33451	406
1976	33461	389
1977	33474	372
1978	33485	355
1979	33503	338
1980	33514	321
1981	33525	304
